	oid	name_org	oc_id	Business	Group	Industry	name_concept	acronym	canon_oid
10302	227747	E.R. SQUIBB & SONS, LLC(SOPHIA PARK)	-1637	Uncoded	Uncoded	Uncoded	Bristol-Myers Squibb Company		964.0
10303	227748	E.T. LEGG & ASSOCIATES		Uncoded	Uncoded	Uncoded			
10304	227749	E.V.A HEALTH		Uncoded	Uncoded	Uncoded			
10305	227750	E.V.A. HEALTH LLC(CHAD NOUR)		Uncoded	Uncoded	Uncoded			
10306	227751	E.V.A. HEALTH, LLC		Uncoded	Uncoded	Uncoded			
10307	227752	E2 CONSULTING ENGINEERS, INC.		Engineering, architecture & construction management services	Construction	Construction Services			
10308	227753	EA RESTAURANT GROUP, INC. DBA THE ATMOSPHERE		Uncoded	Uncoded	Uncoded			
10309	227754	EADES LOGGING		Uncoded	Uncoded	Uncoded			
10310	227755	EAGAN NEW MEDIA		Uncoded	Uncoded	Uncoded			
10311	227756	EAGLE DISTRIBUTION COMPANY		Uncoded	Uncoded	Uncoded			
10312	227757	EAGLE EYE WINES		Uncoded	Uncoded	Uncoded			
10313	227758	EAGLE LAKE RESORT, LLC		Uncoded	Uncoded	Uncoded			
10314	227759	EAGLE MOUNTAIN CASINO		Uncoded	Uncoded	Uncoded			
10315	227760	EAKER PEREZ LAW		Uncoded	Uncoded	Uncoded			
10316	227761	EASON & TAMBORNINI LAW CORP.		Uncoded	Uncoded	Uncoded			
10317	227762	EASON & TAMBORNINI, A LAW CORPORATION		Uncoded	Uncoded	Uncoded			
10318	227763	EAST BAY ASSISTED LIVING LLC		Uncoded	Uncoded	Uncoded			
10319	227764	EAST BAY DSA		Uncoded	Uncoded	Uncoded			
10320	227765	EAST CENTRAL CALIFORNIA CHAPTER NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION	-8300	Uncoded	Uncoded	Uncoded	National Electrical Contractors Association		5354.0
10321	227766	EAST COUNTY TRANSMISSIONS		Uncoded	Uncoded	Uncoded			
10322	227767	EAST LOS ANGELES ENT MEDICAL CENTER		Uncoded	Uncoded	Uncoded			
10323	227768	EAST RIDGE HOLDINGS, LLC(BILL BUNCE)		Uncoded	Uncoded	Uncoded			
10324	227769	EAST VALLEY REPUBLICAN WOMEN FEDERATED		Uncoded	Uncoded	Uncoded			
10325	227770	EAST WEST BANK (E.W. SERVICES, INC.)	-4854	Uncoded	Uncoded	Uncoded	Eastwest Bank		360.0
10326	227771	EASTON VALLEY HOLDINGS, LLC(BILL BUNCE)		Uncoded	Uncoded	Uncoded			
10327	227772	EASY CASH COMMUNITY PAWN CENTER INC.		Payday/Title Loans	Finance, Insurance & Real Estate	Payday/Title Loans			
10328	227773	EATON PACIFIC INC		Uncoded	Uncoded	Uncoded			
10329	227775	EAZE TECHNOLOGIE		Uncoded	Uncoded	Uncoded			
10330	227776	EAZE TECHNOLOGIES INC.		Uncoded	Uncoded	Uncoded			
10331	227777	EBAA INSURANCE SERVICES LLC		Uncoded	Uncoded	Uncoded			
10332	227779	EBZ MANAGEMENT		Uncoded	Uncoded	Uncoded			
10333	227780	ECHEVERRIA FARMS		Uncoded	Uncoded	Uncoded			
10334	227781	ECHEVESTE AGENCY, INC.		Uncoded	Uncoded	Uncoded			
10335	227782	ECKMAN FARMS		Uncoded	Uncoded	Uncoded			
10336	227783	ECKSTROM ENTERPRISES, LLC(BEN ECKSTROM)		Uncoded	Uncoded	Uncoded			
10337	227784	ECO FEDERAL PAC		Uncoded	Uncoded	Uncoded			
10338	227785	ECOLAB, INC.		Manufacturing	General Business	Miscellaneous Manufacturing & Distributing			
10339	227786	ECOLAB, INC. POLITICAL ACTION COMMITTEE		Manufacturing	General Business	Miscellaneous Manufacturing & Distributing			
10340	227787	ECOLOGICAL ORGANIC SKIN CORP		Uncoded	Uncoded	Uncoded			
10341	227788	ECOLOGY CONTAINER STORAGE-MICHAEL RAMSEY		Uncoded	Uncoded	Uncoded			
10342	227789	ECONO GAS		Uncoded	Uncoded	Uncoded			
10343	227790	ECONOMICS MANAGEMENT		Uncoded	Uncoded	Uncoded			
10344	227791	ECONOMY PLUMBING BELL PLUMBING		Uncoded	Uncoded	Uncoded			
10345	227792	ECOPAC		Manufacturing	General Business	Miscellaneous Manufacturing & Distributing			
10346	227793	ECOPAC FEDERAL		Uncoded	Uncoded	Uncoded			
10347	227794	ED CHAU FOR ASSEMBLY 2018		Candidate committees	Candidate Contributions	Candidate Committees			
10348	227795	ED CHAU FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
10349	227796	ED CHAU FOR ASSEMBLY 2022		Candidate committees	Candidate Contributions	Candidate Committees			
10350	227797	ED HERNANDEZ FOR SAN LEANDRO CITY COUNCIL 2016		Uncoded	Uncoded	Uncoded			
10351	227798	EDDIE AXNER CONSTRUCTION, INC.		Uncoded	Uncoded	Uncoded			
10352	227799	EDEN ENTERPRISES INC		Uncoded	Uncoded	Uncoded			
10353	227800	EDEN ENTERPRISES, INC.		Uncoded	Uncoded	Uncoded			
10354	227801	EDF RENEWABLES SERVICES INC		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10355	227802	EDGE CONSULTING AND EDUCATIONAL SERVICES		Uncoded	Uncoded	Uncoded			
10356	227803	EDGEWATER CAPITAL INVESTMENTS		Uncoded	Uncoded	Uncoded			
10357	227804	EDI MEDIA INC		Uncoded	Uncoded	Uncoded			
10358	227805	EDISON INTERNATIONAL & AFFILIATED ENTITIES / SOUTHERN CALIFORNIA EDISON	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
10359	227806	EDISON INTERNATIONAL & AFFILIATED ENTITIES VIA SOUTHERN CALIFORNIA EDISON COMPANY	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
10360	227807	EDISON INTERNATIONAL - SOUTHERN CAL EDISON	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
10361	227808	EDISON INTERNATIONAL AND AFFILIATE ENTITIES, SOUTHERN CALIFORNIA EDISON	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
10362	227809	EDISON INTERNATIONAL AND AFFILIATED ENTITIES INCLUDING SOUTHERN CALIFORNIA EDISON	-4887	Uncoded	Uncoded	Uncoded	Edison International And Affiliates, Including Southern California Edison		27722.0
10363	227810	EDISON INTERNATIONAL INC AND AFFILIATED ENTITIES	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
10364	227811	EDP RENEWABLES NORTH AMERICA LLC FEDERAL PAC		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10365	227812	EDP RENEWABLES NORTH AMERICA LLC PAC (EDPR NA PAC)		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10366	227813	EDP RENEWABLES NORTH AMERICA LLC PAC (FEC ID#C00452755)		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10367	227814	EDP RENEWABLES NORTH AMERICA, LLC FEDERAL PAC (EDPR NA PAC)		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10368	227815	EDP RENEWABLES NORTH AMERICA, LLP		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
10369	227816	EDUARDO GARCIA FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
10370	227817	EDUARDO GARCIA FRO ASSEMBLY 2018		Uncoded	Uncoded	Uncoded			
10371	227818	EDUARDO SERVIN DBA SERVIN LANDSCAPING DESIGN		Uncoded	Uncoded	Uncoded			
10372	227819	EDUCATION GROUP USA, INC.		Uncoded	Uncoded	Uncoded			
10373	227820	EDVOICE FOR KIDS PAC		Other single-issue or ideological groups	Ideology/Single Issue	Other/Single Issue Groups			
10374	227821	EDVOICE FOR THE KIDS		Other single-issue or ideological groups	Ideology/Single Issue	Other/Single Issue Groups			
10375	227822	EDVOICE PAC		Other single-issue or ideological groups	Ideology/Single Issue	Other/Single Issue Groups			
10376	227823	EDWARD CAMILLE BRAZILE GROUP		Uncoded	Uncoded	Uncoded			
10377	227824	EDWARD LIFESCIENCES, LLC(HEATHER VILLARREAL)		Uncoded	Uncoded	Uncoded			
10378	227825	EDWARD R. MARSZAL ENTERPRISES, INC.		Uncoded	Uncoded	Uncoded			
10379	227826	EDWARDS EXPRESS PARTNERS, LP		Uncoded	Uncoded	Uncoded			
10380	227827	EDWARDS LIFE SCIENCE, LLC		Uncoded	Uncoded	Uncoded			
10381	227828	EDWARDS LIFESCIECNES, LLC(LEIGH VOLKLAND)		Uncoded	Uncoded	Uncoded			
10382	227829	EDWARDS LIFESCIENCES LLC		Medical supplies manufacturing & sales	Health	Pharmaceuticals & Health Products			
10383	227830	EDWARDS LIFESCIENCES LLC (MICHAEL A. MUSSALLEM)		Uncoded	Uncoded	Uncoded			
10384	227831	EDWARDS LIFESCIENCES LLC (RESPONSIBLE OFFICER = ELIZABETH KEGLER)		Uncoded	Uncoded	Uncoded			
10385	227832	EDWARDS LIFESCIENCES LLC( EDWARDS LIFESCIENCES (USA) INC.)		Uncoded	Uncoded	Uncoded			
10386	227833	EDWARDS LIFESCIENCES LLC(ELIZABETH KEGLER)		Uncoded	Uncoded	Uncoded			
10387	227834	EDWARDS LIFESCIENCES LLC(HEATHER ROUHANA)		Uncoded	Uncoded	Uncoded			
10388	227835	EDWARDS LIFESCIENCES LLC(MICHAEL MUSSALLEM)		Uncoded	Uncoded	Uncoded			
10389	227836	EDWARDS LIFESCIENCES LLC(MIKE MUSSALLEM)		Uncoded	Uncoded	Uncoded			
10390	227837	EDWARDS LIFESCIENCES(HEATHER ROUHANA)		Uncoded	Uncoded	Uncoded			
10391	227838	EDWIN HARONIAN MD INC.		Uncoded	Uncoded	Uncoded			
10392	227839	EE & A INC.		Uncoded	Uncoded	Uncoded			
10393	227840	EFFICENT LIGHTING		Uncoded	Uncoded	Uncoded			
10394	227841	EFFICIENT LIGHTING ELECTRIC		Uncoded	Uncoded	Uncoded			
10395	227842	EFUNDRAISING CONNECTIONS		Uncoded	Uncoded	Uncoded			
10396	227843	EFUNDRAISING CONNECTIONS, LLC		Uncoded	Uncoded	Uncoded			
10397	227844	EGGMAN BEE FARM		Uncoded	Uncoded	Uncoded			
10398	227845	EGGMAN FOR ASSEMBLY 2018		Candidate committees	Candidate Contributions	Candidate Committees			
10399	227846	EGGMAN FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
10400	227847	EGGMAN FOR SENATE 2020		Candidate committees	Candidate Contributions	Candidate Committees			
10401	227848	EGL ASSOCIATES INC		Uncoded	Uncoded	Uncoded			
10402	227849	EGM SOLUTIONS, LLC(EUGENE MANCEBO)		Uncoded	Uncoded	Uncoded			
10403	227850	EHRLICH YANAI RHEE CHANEY ARCHITECT, LLP		Uncoded	Uncoded	Uncoded			
10404	227851	EIAMIA, INC		Uncoded	Uncoded	Uncoded			
10405	227852	EIG SERVICES		Property & casualty insurance	Finance, Insurance & Real Estate	Insurance			
10406	227853	EIGHT MILE ROAD INVESTORS		Uncoded	Uncoded	Uncoded			
10407	227854	EIGHT MILE ROAD INVESTORS, LLC		Uncoded	Uncoded	Uncoded			
10408	227855	EJ WEBER ELECTRIC COMPANY, INC.		Uncoded	Uncoded	Uncoded			
10409	227856	EK ONKAR LLC		Uncoded	Uncoded	Uncoded			
10410	227857	EK, SUNKIN, KLINK & BAI, LLC		Uncoded	Uncoded	Uncoded			
10411	227858	EKAM FARMS		Uncoded	Uncoded	Uncoded			
10412	227859	EKOTEK		Uncoded	Uncoded	Uncoded			
10413	227860	EL CAJON FORD		Uncoded	Uncoded	Uncoded			
10414	227861	EL CEJA MICHILADAS		Uncoded	Uncoded	Uncoded			
10415	227862	EL DORADO COUNTY CHAMBER OF COMMERCE PAC	-15863	Uncoded	Uncoded	Uncoded	El Dorado County Chamber of Commerce		
10416	227863	EL DORADO COUNTY DEMOCRATIC CENTRAL COMMITTEE	-15423	Democratic Party committees	Party	Party Committees	El Dorado County Democrats		
10417	227864	EL DORADO COUNTY REPUBLICAN ASSEMBLY PAC		Republican Party committees	Party	Party Committees			
10418	227865	EL DORADO COUNTY REPUBLICAN PARTY		Uncoded	Uncoded	Uncoded			
10419	227866	EL DORADO HILLS INVESTORS LLC		Uncoded	Uncoded	Uncoded			
10420	227867	EL DORADO LAND VENTURES, LLC(BILL BUNCE)		Uncoded	Uncoded	Uncoded			
10421	227868	EL MORO DEMOCRATIC CLUB		Democratic Party committees	Party	Party Committees			
10422	227869	EL PATIO ORIGINAL		Uncoded	Uncoded	Uncoded			
10423	227870	EL RANCHO INN		Uncoded	Uncoded	Uncoded			
10424	227871	EL SHAWA KHADER		Uncoded	Uncoded	Uncoded			
10425	227872	EL SOL REAL ESTATE		Uncoded	Uncoded	Uncoded			
10426	227873	EL TORO INVESTMENTS		Uncoded	Uncoded	Uncoded			
10427	227874	ELAM PROPERTY MANAGEMENT(ROBERT ELAM)		Uncoded	Uncoded	Uncoded			
10428	227875	ELANIA BEINI RI		Uncoded	Uncoded	Uncoded			
10429	227876	ELAXY ENTERPRISE INC.		Uncoded	Uncoded	Uncoded			
10430	227877	ELBOW ROOM		Uncoded	Uncoded	Uncoded			
10431	227878	ELBOW ROOM, INC		Uncoded	Uncoded	Uncoded			
10432	227879	ELBULINICK PROPERTIES LLC (BUD WALLACE)		Uncoded	Uncoded	Uncoded			
10433	227880	ELDORADO LIQUOR & LOTTO		Uncoded	Uncoded	Uncoded			
10434	227881	ELECT CARLOS VILLAPUDUA FOR THE 13TH ASSEMBLY DISTRICT - 2020		Uncoded	Uncoded	Uncoded			
10435	227882	ELECT CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS	-12952	Uncoded	Uncoded	Uncoded	California Environmental Voters		204502.0
10436	227883	ELECT JESSE GABRIEL FOR ASSEMBLY 2018		Candidate committees	Candidate Contributions	Candidate Committees			
10437	227884	ELECT MORE DEMOCRATES PAC		Uncoded	Uncoded	Uncoded			
10438	227885	ELECT SHANTI LANDON FOR PLACER COUNTY SUPERVISOR 2022		Uncoded	Uncoded	Uncoded			
10439	227886	ELECTING CLIMATE CHAMPIONS FUND		Uncoded	Uncoded	Uncoded			
10440	227887	ELECTION DATA CORPORATION		Uncoded	Uncoded	Uncoded			
10441	227888	ELECTRA MEDIA		Uncoded	Uncoded	Uncoded			
10442	227889	ELECTRIC MOTOR SHOP INC		Uncoded	Uncoded	Uncoded			
10443	227890	ELECTRICAL CONTRACTORS TRUST OF NAPA / SOLANO COUNTUES		Uncoded	Uncoded	Uncoded			
10444	227891	ELENI KOUNALAKIS FOR LIEUTENANT GOVERNOR 2018	-15556	Candidate committees	Candidate Contributions	Candidate Committees	Eleni Kounalakis Campaign Committee		
10445	227892	ELEVANCE HEALTH INC AND ITS AFFILIATE ANTHEM BLUE CROSS	-15076	Uncoded	Uncoded	Uncoded	Elevance Health Inc And Its Affiliated Companies		
10446	227893	ELEVANCE HEALTH INC. & ITS AFFILIATE ANTHEM BLUE CROSS	-15076	Uncoded	Uncoded	Uncoded	Elevance Health Inc And Its Affiliated Companies		
10447	227894	ELEVANCE HEALTH, INC AND ITS ANTHEM BLUE CROSS, CALIFORNIA MAJOR DONOR COMMITTEE	-15076	Uncoded	Uncoded	Uncoded	Elevance Health Inc And Its Affiliated Companies		
10448	227895	ELEVATION ENTERTAINMENT	-15039	Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate	Elevation Entertainment		
10449	227896	ELEVATION ENTERTAINMENT GROUP, INC.	-15039	Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate	Elevation Entertainment		
10450	227897	ELI LILLY & COMPANY FEDERAL PAC		Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products			
10451	227898	ELI LILLY & COMPANY PAC (FEDERAL PAC)		Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products			
10452	227899	ELI LILLY & COMPANY POLITICAL ACTION COMMITTEE		Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products			
10453	227900	ELI LILLY AND COMPANY & SUBSIDIARIES		Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products			
10454	227901	ELI LILLY AND COMPANY PAC (C00082792)		Uncoded	Uncoded	Uncoded			
10455	227902	ELITE ACCEPTANCE CORP.		Uncoded	Uncoded	Uncoded			
10456	227903	ELITE DEVELOPMENTS, INC.		Uncoded	Uncoded	Uncoded			
10457	227905	ELITE HOMES TEAM		Uncoded	Uncoded	Uncoded			
10458	227906	ELITE INTERNATIONAL FASHION		Uncoded	Uncoded	Uncoded			
10459	227907	ELITE SPORTSMENT GUIDE SERVICE		Uncoded	Uncoded	Uncoded			
10460	227908	ELIZABETH A. LARREA DBA JUMPY JUMPER		Uncoded	Uncoded	Uncoded			
10461	227909	ELK GROVE BUICK GMC		Uncoded	Uncoded	Uncoded			
10462	227910	ELK GROVE BUICK GMS		Uncoded	Uncoded	Uncoded			
10463	227911	ELK GROVE LAND INVESTMENTS, LLC(JOHN REYNEN)		Uncoded	Uncoded	Uncoded			
10464	227912	ELK GROVE RANCH		Uncoded	Uncoded	Uncoded			
10465	227913	ELK GROVE TOYOTA		Auto dealers, new & used	Transportation	Automotive			
10466	227914	ELKARRA FOR SCHOOL BOARD 2020		Uncoded	Uncoded	Uncoded			
10467	227915	ELKARRA FOR SCHOOL BOARD 2020 -PAC		Uncoded	Uncoded	Uncoded			
10468	227916	ELKHORN GOLF CLUB		Uncoded	Uncoded	Uncoded			
10469	227917	ELLEN BERAUD FOR SUPERVISOR 2020		Uncoded	Uncoded	Uncoded			
10470	227918	ELLYN R. ASHIDA, M.D., INC.		Uncoded	Uncoded	Uncoded			
10471	227919	ELMORE TOYOTA		Auto dealers, new & used	Transportation	Automotive			
10472	227920	ELOISE REYES FOR ASSEMBLY 2018		Candidate committees	Candidate Contributions	Candidate Committees			
10473	227921	ELOISE REYES FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
10474	227922	ELSINORE PAWN, INC.		Uncoded	Uncoded	Uncoded			
10475	227923	EMBER EDUCATION	-15154	Schools & colleges	Government Agencies/Education/Other	Education	San Joaquin Valley College		
10476	227924	EMBER EDUCATION - SAN JOAQUIN VALLEY COLLEGE INC	-15154	Schools & colleges	Government Agencies/Education/Other	Education	San Joaquin Valley College		
10477	227925	EMBER EDUCATION, INC.	-15154	Schools & colleges	Government Agencies/Education/Other	Education	San Joaquin Valley College		
10478	227926	EMERALD FUND II LLC		Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate			
10479	227927	EMERGENCY MEDICAL PAC, SPONSERED BY CALIFORNIA CHAPTER, AMERICAN COLLEGE OF EMERGENCY PHYSICIANS	-584	Other physician specialists	Health	Health Professionals	American College of Emergency Physicians		5416.0
10480	227928	EMERGENCY MEDICAL PAC, SPONSORED BY CALIFORNIA CHAPTER, AMERICAN COLLEGE OF AMERICAN PHYSICIANS	-584	Other physician specialists	Health	Health Professionals	American College of Emergency Physicians		5416.0
10481	227929	EMERGENCY MEDICAL SERVICE CORP (EMSC)		Uncoded	Uncoded	Uncoded			
10482	227930	EMERICON BUILDERS, INC.	-17164	Uncoded	Uncoded	Uncoded	Emericon Builders, Inc.		
10483	227931	EMI LEASE LLC		Uncoded	Uncoded	Uncoded			
10484	227932	EMILY BEACH FOR CITY COUNCIL 2019		Uncoded	Uncoded	Uncoded			
10485	227933	EMILY'S LIST NF FUND		Abortion policy, pro-choice	Ideology/Single Issue	Abortion Policy			
10486	227934	EMMANUEL UNIVERSITY		Uncoded	Uncoded	Uncoded			
10487	227935	EMMI PHYSICIAN SERVICES, INC.		Uncoded	Uncoded	Uncoded			
10488	227936	EMPAC	-584	Other physician specialists	Health	Health Professionals	American College of Emergency Physicians		5416.0
10489	227937	EMPIRE FARMING COMPANY LLC		Uncoded	Uncoded	Uncoded			
10490	227938	EMPIRE GRAPE COMPANY, LLC		Uncoded	Uncoded	Uncoded			
10491	227939	EMPIRE ISLAND FARMING CO. LLC		Uncoded	Uncoded	Uncoded			
10492	227940	EMPIRE JEWELRY AND LOAN, INC.		Payday/Title Loans	Finance, Insurance & Real Estate	Payday/Title Loans			
10493	227941	EMPLOYEE HEALTH SYSTEMS MEDICAL GROUP, INC.		Uncoded	Uncoded	Uncoded			
10494	227942	EMPLOYEES OF NORTHROP GRUMMAN		Defense aerospace contractors	Defense	Defense Aerospace			
10495	227943	EMPLOYEES OF NORTHROP GRUMMAN CORP PAC		Defense aerospace contractors	Defense	Defense Aerospace			
10496	227944	EMPLOYEES OF NORTHROP GRUMMAN CORP PAC (ENGPAC)		Defense aerospace contractors	Defense	Defense Aerospace			
10497	227945	EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC ( FED PAC ID C00088591)		Defense aerospace contractors	Defense	Defense Aerospace			
10498	227946	EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC (ENGPAC) (FEC ID# C00088591)		Defense aerospace contractors	Defense	Defense Aerospace			
10499	227947	EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC (FEC ID#C00088591)		Defense aerospace contractors	Defense	Defense Aerospace			
10500	227948	EMPLOYERS EIG SERVICES, INC.		Uncoded	Uncoded	Uncoded			
10501	227949	EMPLOYERS HOLDINGS, INC.		Uncoded	Uncoded	Uncoded			
10502	227950	EMPLOYERS INSURANCE GROUP SERVICES		Uncoded	Uncoded	Uncoded			
10503	227951	EMPLOYERS INSURANCE SERVICES		Uncoded	Uncoded	Uncoded			
10504	227952	EMPOWERING FAMILY-OWNED BUSINESS PAC	-15837	Uncoded	Uncoded	Uncoded	Empowering Family Owned Businesses		
10505	227953	EMPOWERING FAMILY-OWNED BUSINESS PAC SPO	-15837	Uncoded	Uncoded	Uncoded	Empowering Family Owned Businesses		
10506	227954	EMPOYED SECURITY SERCICE CENTER INC		Uncoded	Uncoded	Uncoded			
10507	227955	EMTERPRISE HOLDINGS INC. PAC		Uncoded	Uncoded	Uncoded			
10508	227956	ENCINITAS & NORTH COAST DEMOCRATIC CLUB		Uncoded	Uncoded	Uncoded			
10509	227958	ENCINITAS AND NORTH COAST DEMOCRATIC CLUB		Uncoded	Uncoded	Uncoded			
10510	227959	ENCINITAS FIREFIGHTER'S ASSOCIATION INC.		Uncoded	Uncoded	Uncoded			
10511	227960	ENCINITAS FIREFIGHTERS PAC		Fire fighters unions and associations	Labor	Public Sector Unions			
10512	227961	ENCINO ENTERPRISE		Uncoded	Uncoded	Uncoded			
10513	227962	ENCINO INVESTORS LLC		Uncoded	Uncoded	Uncoded			
10514	227963	ENCORE CAPITAL GROUP INCLUDING AGGREGATED CONTRIBUTIONS		Venture capital	Finance, Insurance & Real Estate	Securities & Investment			
10515	227964	ENCORE CAPITAL GROUP INCORPORATED		Uncoded	Uncoded	Uncoded			
10516	227965	ENCORE CAPITOL GROUP, INC.		Uncoded	Uncoded	Uncoded			
10517	227966	ENDLISS TECHNOLOGY INC		Uncoded	Uncoded	Uncoded			
10518	227967	ENERCONVERSION		Uncoded	Uncoded	Uncoded			
10519	227968	ENG & NISHIMURA LAW OFFICES OF		Attorneys & law firms	Lawyers & Lobbyists	Lawyers & Lobbyists			
10520	227969	ENG FAMILY BENEVOLENT ASSOCIATION		Uncoded	Uncoded	Uncoded			
10521	227970	ENGAGE OC PAC		Uncoded	Uncoded	Uncoded			
10522	227971	ENGEO, INC.		Uncoded	Uncoded	Uncoded			
10523	227972	ENGIE NORTH AMERICA INC. PAC (ENA PAC) (FEC ID# C00375568)	-5042	Uncoded	Uncoded	Uncoded	ENGIE NORTH AMERICA INC		154312.0
10524	227973	ENGIE NORTH AMERICA INC. PAC (ENA PAC) FEC PAC ID#00375568	-5042	Uncoded	Uncoded	Uncoded	ENGIE NORTH AMERICA INC		154312.0
10525	227974	ENGIE NORTH AMERICA INC. POLITICAL ACTION COMMITTEE	-5042	Gas & electric utilities	Energy & Natural Resources	Electric Utilities	ENGIE NORTH AMERICA INC		154312.0
10526	227975	ENGIE NORTH AMERICA, INC PAC	-5042	Gas & electric utilities	Energy & Natural Resources	Electric Utilities	ENGIE NORTH AMERICA INC		154312.0
10527	227976	ENGIE NORTH AMERICA, INC. FEDERAL PAC	-5042	Gas & electric utilities	Energy & Natural Resources	Electric Utilities	ENGIE NORTH AMERICA INC		154312.0
10528	227977	ENGINEERED SALES PRODUCTS		Uncoded	Uncoded	Uncoded			
10529	227978	ENGINEERS & ARCHITECTS ASSOCIATION PAC		Architectural services	Construction	Construction Services			
10530	227979	ENGINEERS & SCIENTISTS OF CALIFORNIA LOCAL 20 PAC	-5044	Other unions	Labor	General Trade Unions	Engineers & Scientists of California		93176.0
10531	227980	ENGINEERS & SCIENTISTS OF CALIFORNIA, LOCAL 20, IFPTE AFLCIO / CLC	-5044	Uncoded	Uncoded	Uncoded	Engineers & Scientists of California		93176.0
10532	227981	ENGINEERS & UTILITY CONTRACTORS ASSOCIATION PAC		Builders associations	Construction	General Contractors			
